Time (s),Speed (RPM),,Cycle,Number of Revolutions
11.1417,3338.1,,,
11.1458,3358.9,,,
11.15,3436.6,,,
11.1542,3577,,,
11.1583,3763.8,,,
11.1625,3962.1,,,
11.1667,4132.2,,,
11.1708,4243.1,,,
11.175,4278,,,
11.1792,4233.8,,,
11.1833,4118.2,,,
11.1875,3946.3,,,
11.1917,3736.3,,,
11.1958,3507.4,,,
11.2,3276.3,,,
11.2042,3056,,,
11.2083,2854.6,,,
11.2125,2675.5,,,
11.2167,2519.5,,,
11.2208,2385.2,,,
11.225,2270.8,,,
11.2292,2174.3,,,
11.2333,2093.8,,,
11.2375,2025,,,
11.2417,1959.7,,,
11.2458,1888.2,,,
11.25,1802,,,
11.2542,1697.2,,,
11.2583,1575.1,,,
11.2625,1440.9,,,
11.2667,1302,,,
11.2708,1166.2,,,
11.275,1039.7,,,
11.2792,927.01,,,
11.2833,830.32,,,
11.2875,750.14,,,
11.2917,685.62,,,
11.2958,635.07,,,
11.3,596.41,,,
11.3042,567.46,,,
11.3083,546.21,,,
11.3125,530.87,,,
11.3167,519.99,,,
11.3208,512.38,,,
11.325,507.13,,,
11.3292,503.55,,,
11.3333,501.14,,,
11.3375,499.53,,,
11.3417,498.47,,,
11.3458,497.78,,,
11.35,497.33,,,
11.3542,497.04,,,
11.3583,497.9,,,
11.3625,502.46,,,
11.3667,514.08,,,
11.3708,535.46,,,
11.375,567.58,,,
11.3792,609.36,,,
11.3833,658.11,,,
11.3875,710.34,,,
11.3917,762.58,,,
11.3958,811.92,,,
11.4,856.32,,,
11.4042,894.67,,,
11.4083,926.63,,,
11.4125,952.44,,,
11.4167,973.27,,,
11.4208,991.29,,,
11.425,1009.1,,,
11.4292,1029,,,
11.4333,1052.1,,,
11.4375,1078.6,,,
11.4417,1107.3,,,
11.4458,1137,,,
11.45,1166,,,
11.4542,1193,,,
11.4583,1217.1,,,
11.4625,1242.2,,,
11.4667,1279.5,,,
11.4708,1343.6,,,
11.475,1446.7,,,
11.4792,1592,,,
11.4833,1771.8,,,
11.4875,1970.5,,,
11.4917,2169.7,,,
11.4958,2353.5,,,
11.5,2508.9,,,
11.5042,2625.7,,,
11.5083,2697.2,,,
11.5125,2721.1,,,
11.5167,2700.6,,,
11.5208,2643.2,,,
11.525,2559.4,,,
11.5292,2460.4,,,
11.5333,2357,,,
11.5375,2258.3,,,
11.5417,2171.8,,,
11.5458,2101.8,,,
11.55,2050,,,
11.5542,2015.7,,,
11.5583,1996.3,,,
11.5625,1989.3,,,
11.5667,1992.9,,,
11.5708,2006.1,,,
11.575,2028.2,,,
11.5792,2058.2,,,
11.5833,2094.1,,,
11.5875,2133.5,,,
11.5917,2173.9,,,
11.5958,2213,,,
11.6,2249,,,
11.6042,2280.9,,,
11.6083,2308,,,
11.6125,2332.7,,,
11.6167,2361.1,,,
11.6208,2401.4,,,
11.625,2460.4,,,
11.6292,2539.4,,,
11.6333,2633.2,,,
11.6375,2731.5,,,
11.6417,2823.3,,,
11.6458,2899.7,,,
11.65,2957.2,,,
11.6542,2998.7,,,
11.6583,3030.9,,,
11.6625,3061.8,,,
11.6667,3097,,,
11.6708,3139.4,,,
11.675,3188.7,,,
11.6792,3242.5,,,
11.6833,3300,,,
11.6875,3363.9,,,
11.6917,3439.2,,,
11.6958,3528.3,,,
11.7,3626.7,,,
11.7042,3724.4,,,
11.7083,3809.8,,,
11.7125,3875.8,,,
11.7167,3923.8,,,
11.7208,3961.7,,,
11.725,3999.9,,,
11.7292,4046.4,,,
11.7333,4105.2,,,
11.7375,4175.8,,,
11.7417,4254.7,,,
11.7458,4336.7,,,
11.75,4416.9,,,
11.7542,4491.2,,,
11.7583,4556.9,,,
11.7625,4612.8,,,
11.7667,4658.8,,,
11.7708,4695.5,,,
11.775,4724,,,
11.7792,4745.6,,,
11.7833,4761.6,,,
11.7875,4778,,,
11.7917,4807.4,,,
11.7958,4861.4,,,
11.8,4941,,,
11.8042,5036.1,,,
11.8083,5129.9,,,
11.8125,5206.1,,,
11.8167,5254.1,,,
11.8208,5275,,,
11.825,5283.4,,,
11.8292,5296.3,,,
11.8333,5322.5,,,
11.8375,5358.7,,,
11.8417,5394,,,
11.8458,5416.3,,,
11.85,5417.2,,,
11.8542,5398.7,,,
11.8583,5375.3,,,
11.8625,5363.3,,,
11.8667,5370.5,,,
11.8708,5392.6,,,
11.875,5422.3,,,
11.8792,5458.3,,,
11.8833,5498.3,,,
11.8875,5530.2,,,
11.8917,5533.3,,,
11.8958,5486.1,,,
11.9,5375.5,,,
11.9042,5209.3,,,
11.9083,5019.7,,,
11.9125,4848,,,
11.9167,4725.4,,,
11.9208,4663.4,,,
11.925,4660.4,,,
11.9292,4711,,,
11.9333,4803,,,
11.9375,4911.7,,,
11.9417,5003.9,,,
11.9458,5048.1,,,
11.95,5023.7,,,
11.9542,4934.1,,,
11.9583,4809.5,,,
11.9625,4695.4,,,
11.9667,4635.8,,,
11.9708,4654.1,,,
11.975,4746.1,,,
11.9792,4885.7,,,
11.9833,5042.7,,,
11.9875,5197.7,,,
11.9917,5336,,,
11.9958,5437.2,,,
12,5475.8,,,
12.0042,5429.5,,,
12.0083,5288.1,,,
12.0125,5057.1,,,
12.0167,4755.6,,,
12.0208,4420.5,,,
12.025,4105.2,,,
12.0292,3866.9,,,
12.0333,3750.4,,,
12.0375,3776.6,,,
12.0417,3939.9,,,
12.0458,4209.8,,,
12.05,4537.6,,,
12.0542,4869.1,,,
12.0583,5162.9,,,
12.0625,5400.7,,,
12.0667,5586.6,,,
12.0708,5737.2,,,
12.075,5861.5,,,
12.0792,5948.1,,,
12.0833,5971.1,,,
12.0875,5904.1,,,
12.0917,5733.6,,,
12.0958,5464.4,,,
12.1,5117.2,,,
12.1042,4732.1,,,
12.1083,4365.9,,,
12.1125,4079.2,,,
12.1167,3919,,,
12.1208,3907.3,,,
12.125,4039.2,,,
12.1292,4288.4,,,
12.1333,4617.4,,,
12.1375,4986.4,,,
12.1417,5360.8,,,
12.1458,5709.6,,,
12.15,6004.2,,,
12.1542,6221.2,,,
12.1583,6351.2,,,
12.1625,6404.2,,,
12.1667,6405.7,,,
12.1708,6386.3,,,
12.175,6365.6,,,
12.1792,6342.8,,,
12.1833,6301.1,,,
12.1875,6219.6,,,
12.1917,6086.5,,,
12.1958,5906,,,
12.2,5695.4,,,
12.2042,5482.4,,,
12.2083,5300.6,,,
12.2125,5180.1,,,
12.2167,5140.8,,,
12.2208,5187.5,,,
12.225,5311.1,,,
12.2292,5488.2,,,
12.2333,5684.3,,,
12.2375,5862,,,
12.2417,5995.3,,,
12.2458,6078.6,,,
12.25,6124.3,,,
12.2542,6153.7,,,
12.2583,6178.6,,,
12.2625,6191.4,,,
12.2667,6169.1,,,
12.2708,6086.9,,,
12.275,5930.2,,,
12.2792,5707.7,,,
12.2833,5455,,,
12.2875,5222.3,,,
12.2917,5056.5,,,
12.2958,4987.8,,,
12.3,5024.1,,,
12.3042,5149.3,,,
12.3083,5327.7,,,
12.3125,5515.7,,,
12.3167,5678.9,,,
12.3208,5803.2,,,
12.325,5885.5,,,
12.3292,5921,,,
12.3333,5899.5,,,
12.3375,5810.5,,,
12.3417,5650.3,,,
12.3458,5433.6,,,
12.35,5197.1,,,
12.3542,4989.2,,,
12.3583,4853.8,,,
12.3625,4812.8,,,
12.3667,4859.7,,,
12.3708,4965.7,,,
12.375,5089.8,,,
12.3792,5189.4,,,
12.3833,5230.5,,,
12.3875,5194.4,,,
12.3917,5079.1,,,
12.3958,4905.1,,,
12.4,4713.9,,,
12.4042,4555.9,,,
12.4083,4474.5,,,
12.4125,4489.3,,,
12.4167,4591,,,
12.4208,4748.1,,,
12.425,4926.2,,,
12.4292,5102.8,,,
12.4333,5266.5,,,
12.4375,5409.2,,,
12.4417,5522.4,,,
12.4458,5602.7,,,
12.45,5657,,,
12.4542,5700.9,,,
12.4583,5752.4,,,
12.4625,5820.4,,,
12.4667,5899.1,,,
12.4708,5971.1,,,
12.475,6012.8,,,
12.4792,6000.5,,,
12.4833,5917,,,
12.4875,5756.7,,,
12.4917,5526.7,,,
12.4958,5252.4,,,
12.5,4977.3,,,
12.5042,4747,,,
12.5083,4591.5,,,
12.5125,4517.9,,,
12.5167,4518.5,,,
12.5208,4582.5,,,
12.525,4696.4,,,
12.5292,4841.5,,,
12.5333,4994.5,,,
12.5375,5137.2,,,
12.5417,5263.6,,,
12.5458,5375.6,,,
12.55,5473.1,,,
12.5542,5551.4,,,
12.5583,5599.1,,,
12.5625,5600.6,,,
12.5667,5542,,,
12.5708,5416.9,,,
12.575,5229.1,,,
12.5792,4995.5,,,
12.5833,4744,,,
12.5875,4507.1,,,
12.5917,4317.2,,,
12.5958,4203.2,,,
12.6,4180.3,,,
12.6042,4243.5,,,
12.6083,4369.7,,,
12.6125,4526.6,,,
12.6167,4683.8,,,
12.6208,4818.3,,,
12.625,4923,,,
12.6292,5006.9,,,
12.6333,5084.4,,,
12.6375,5163.6,,,
12.6417,5241.9,,,
12.6458,5309.8,,,
12.65,5356.5,,,
12.6542,5375.3,,,
12.6583,5365.1,,,
12.6625,5329.8,,,
12.6667,5276.2,,,
12.6708,5216.9,,,
12.675,5170.8,,,
12.6792,5154.1,,,
12.6833,5171,,,
12.6875,5212.7,,,
12.6917,5262.6,,,
12.6958,5304,,,
12.7,5325,,,
12.7042,5318.6,,,
12.7083,5280.3,,,
12.7125,5207.9,,,
12.7167,5102.3,,,
12.7208,4970.7,,,
12.725,4826.7,,,
12.7292,4687.8,,,
12.7333,4570.3,,,
12.7375,4485,,,
12.7417,4435.8,,,
12.7458,4420.4,,,
12.75,4432.6,,,
12.7542,4464.1,,,
12.7583,4504.4,,,
12.7625,4540.8,,,
12.7667,4560.7,,,
12.7708,4554.5,,,
12.775,4518.3,,,
12.7792,4454.2,,,
12.7833,4368.2,,,
12.7875,4269,,,
12.7917,4165.2,,,
12.7958,4064.3,,,
12.8,3971.7,,,
12.8042,3890.5,,,
12.8083,3822.2,,,
12.8125,3766.6,,,
12.8167,3722.6,,,
12.8208,3688.7,,,
12.825,3663.2,,,
12.8292,3644.4,,,
12.8333,3630.7,,,
12.8375,3621,,,
12.8417,3612.8,,,
12.8458,3601.8,,,
12.85,3582.8,,,
12.8542,3551.6,,,
12.8583,3506.6,,,
12.8625,3449.1,,,
12.8667,3382.5,,,
12.8708,3311.4,,,
12.875,3240.4,,,
12.8792,3173.5,,,
12.8833,3112.4,,,
12.8875,3056.2,,,
12.8917,3002.4,,,
12.8958,2948.1,,,
12.9,2891.6,,,
12.9042,2832.8,,,
12.9083,2771.9,,,
12.9125,2707.9,,,
12.9167,2639.2,,,
12.9208,2564.5,,,
12.925,2484.1,,,
12.9292,2399.4,,,
12.9333,2313.7,,,
12.9375,2230.1,,,
12.9417,2149.8,,,
12.9458,2069.2,,,
12.95,1982.4,,,
12.9542,1883.9,,,
12.9583,1771.2,,,
12.9625,1645.8,,,
12.9667,1512.5,,,
12.9708,1377.7,,,
12.975,1248,,,
12.9792,1128.5,,,
12.9833,1023,,,
12.9875,933.01,,,
12.9917,858.77,,,
12.9958,799.25,,,
13,752.76,,,
13.0042,717.28,,,
13.0083,690.77,,,
13.0125,671.34,,,
13.0167,657.34,,,
13.0208,647.42,,,
13.025,640.48,,,
13.0292,635.7,,,
13.0333,632.45,,,
13.0375,643.1,,,
13.0417,699.41,,,
13.0458,831,,,
13.05,1041.6,,,
13.0542,1304.6,,,
13.0583,1575.3,,,
13.0625,1809.5,,,
13.0667,1976.3,,,
13.0708,2063.4,,,
13.075,2074.8,,,
13.0792,2025.2,,,
13.0833,1934.1,,,
13.0875,1820.5,,,
13.0917,1700.3,,,
13.0958,1584.9,,,
13.1,1482.1,,,
13.1042,1396.9,,,
13.1083,1332.1,,,
13.1125,1288.5,,,
13.1167,1264.7,,,
13.1208,1258,,,
13.125,1264.3,,,
13.1292,1279.6,,,
13.1333,1300,,,
13.1375,1322.2,,,
13.1417,1345.3,,,
13.1458,1370.7,,,
13.15,1401.5,,,
13.1542,1440.7,,,
13.1583,1489.5,,,
13.1625,1547,,,
13.1667,1610.3,,,
13.1708,1686,,,
13.175,1795.4,,,
13.1792,1957.8,,,
13.1833,2170.8,,,
13.1875,2408.7,,,
13.1917,2633.1,,,
13.1958,2808.6,,,
13.2,2913.4,,,
13.2042,2941.8,,,
13.2083,2902.2,,,
13.2125,2812.4,,,
13.2167,2694.9,,,
13.2208,2571.4,,,
13.225,2459.5,,,
13.2292,2369.9,,,
13.2333,2307,,,
13.2375,2268.9,,,
13.2417,2248.3,,,
13.2458,2236.1,,,
13.25,2223.4,,,
13.2542,2204.3,,,
13.2583,2176.5,,,
13.2625,2140.4,,,
13.2667,2098.5,,,
13.2708,2055.2,,,
13.275,2016.6,,,
13.2792,1989,,,
13.2833,1977,,,
13.2875,1982.5,,,
13.2917,2004.4,,,
13.2958,2041.6,,,
13.3,2095.4,,,
13.3042,2168.9,,,
13.3083,2264.1,,,
13.3125,2378,,,
13.3167,2500.4,,,
13.3208,2616.8,,,
13.325,2713.2,,,
13.3292,2779.9,,,
13.3333,2813.4,,,
13.3375,2817,,,
13.3417,2799.1,,,
13.3458,2770.6,,,
13.35,2741.6,,,
13.3542,2719.6,,,
13.3583,2711.9,,,
13.3625,2728.6,,,
13.3667,2780.1,,,
13.3708,2871.2,,,
13.375,2996.5,,,
13.3792,3141.9,,,
13.3833,3289.8,,,
13.3875,3426.4,,,
13.3917,3546.9,,,
13.3958,3654.2,,,
13.4,3752.9,,,
13.4042,3843.3,,,
13.4083,3921.2,,,
13.4125,3980.2,,,
13.4167,4015.4,,,
13.4208,4025.2,,,
13.425,4012,,,
13.4292,3980.6,,,
13.4333,3939.6,,,
13.4375,3901.1,,,
13.4417,3877.6,,,
13.4458,3883.8,,,
13.45,3935.8,,,
13.4542,4042.9,,,
13.4583,4199.7,,,
13.4625,4387,,,
13.4667,4579.1,,,
13.4708,4752.2,,,
13.475,4889.7,,,
13.4792,4980.2,,,
13.4833,5013.2,,,
13.4875,4979.8,,,
13.4917,4876.9,,,
13.4958,4709.2,,,
13.5,4489.3,,,
13.5042,4240,,,
13.5083,3992.6,,,
13.5125,3780.4,,,
13.5167,3629.8,,,
13.5208,3554.5,,,
13.525,3554.4,,,
13.5292,3623,,,
13.5333,3754.5,,,
13.5375,3945,,,
13.5417,4189.5,,,
13.5458,4469.7,,,
13.55,4748.1,,,
13.5542,4977.3,,,
13.5583,5115.2,,,
13.5625,5137.7,,,
13.5667,5043.3,,,
13.5708,4851.9,,,
13.575,4598.2,,,
13.5792,4322.3,,,
13.5833,4059.7,,,
13.5875,3833.4,,,
13.5917,3650,,,
13.5958,3503.9,,,
13.6,3383.2,,,
13.6042,3276.2,,,
13.6083,3174.6,,,
13.6125,3084,,,
13.6167,3027.9,,,
13.6208,3038.8,,,
13.625,3144.1,,,
13.6292,3355.1,,,
13.6333,3663.6,,,
13.6375,4035.4,,,
13.6417,4412.4,,,
13.6458,4728,,,
13.65,4926.9,,,
13.6542,4979.6,,,
13.6583,4885.3,,,
13.6625,4667.1,,,
13.6667,4361.4,,,
13.6708,4018.8,,,
13.675,3701.7,,,
13.6792,3472.1,,,
13.6833,3375.9,,,
13.6875,3432.4,,,
13.6917,3633.5,,,
13.6958,3945.1,,,
13.7,4315.2,,,
13.7042,4687.2,,,
13.7083,5007.6,,,
13.7125,5232.1,,,
13.7167,5331.7,,,
13.7208,5296.8,,,
13.725,5137.4,,,
13.7292,4878.5,,,
13.7333,4553.1,,,
13.7375,4205.7,,,
13.7417,3891.5,,,
13.7458,3666.2,,,
13.75,3570.9,,,
13.7542,3622.6,,,
13.7583,3812.5,,,
13.7625,4112.4,,,
13.7667,4483.8,,,
13.7708,4882.4,,,
13.775,5262.6,,,
13.7792,5583.7,,,
13.7833,5822.7,,,
13.7875,5979.7,,,
13.7917,6064.5,,,
13.7958,6081.6,,,
13.8,6026.7,,,
13.8042,5892.8,,,
13.8083,5679,,,
13.8125,5394.5,,,
13.8167,5062.7,,,
13.8208,4719.6,,,
13.825,4404.7,,,
13.8292,4156,,,
13.8333,4004.7,,,
13.8375,3969.9,,,
13.8417,4055,,,
13.8458,4247.7,,,
13.85,4523.4,,,
13.8542,4851.5,,,
13.8583,5201.3,,,
13.8625,5546.3,,,
13.8667,5867,,,
13.8708,6146.2,,,
13.875,6366.5,,,
13.8792,6512.1,,,
13.8833,6568.1,,,
13.8875,6521.8,,,
13.8917,6366.1,,,
13.8958,6104.9,,,
13.9,5753.9,,,
13.9042,5339,,,
13.9083,4890.5,,,
13.9125,4448.7,,,
13.9167,4063.7,,,
13.9208,3786.4,,,
13.925,3653.8,,,
13.9292,3679,,,
13.9333,3850.5,,,
13.9375,4137.7,,,
13.9417,4500.5,,,
13.9458,4893.3,,,
13.95,5269.6,,,
13.9542,5588.3,,,
13.9583,5815.6,,,
13.9625,5926.3,,,
13.9667,5906.8,,,
13.9708,5758.5,,,
13.975,5498,,,
13.9792,5153.3,,,
13.9833,4758.1,,,
13.9875,4355.6,,,
13.9917,3999.3,,,
13.9958,3735.3,,,
14,3585.3,,,
14.0042,3541.3,,,
14.0083,3574.6,,,
14.0125,3651.1,,,
14.0167,3744.7,,,
14.0208,3840.6,,,
14.025,3931.8,,,
14.0292,4012.5,,,
14.0333,4076.5,,,
14.0375,4117.8,,,
14.0417,4135.5,,,
14.0458,4135.7,,,
14.05,4129.7,,,
14.0542,4127.3,,,
14.0583,4131.4,,,
14.0625,4138.4,,,
14.0667,4140.8,,,
14.0708,4134.4,,,
14.075,4121.6,,,
14.0792,4110.1,,,
14.0833,4105.3,,,
14.0875,4104.8,,,
14.0917,4098.8,,,
14.0958,4075.3,,,
14.1,4026,,,
14.1042,3957,,,
14.1083,3893.1,,,
14.1125,3869.6,,,
14.1167,3917.9,,,
14.1208,4050.2,,,
14.125,4252.9,,,
14.1292,4493.5,,,
14.1333,4729.8,,,
14.1375,4920.2,,,
14.1417,5032.7,,,
14.1458,5051.4,,,
14.15,4977.3,,,
14.1542,4833.6,,,
14.1583,4664.4,,,
14.1625,4522,,,
14.1667,4451.6,,,
14.1708,4474,,,
14.175,4580.8,,,
14.1792,4741.4,,,
14.1833,4921.8,,,
14.1875,5100,,,
14.1917,5264.7,,,
14.1958,5408,,,
14.2,5521.7,,,
14.2042,5592.9,,,
14.2083,5605.2,,,
14.2125,5543.7,,,
14.2167,5401.9,,,
14.2208,5184.6,,,
14.225,4907.3,,,
14.2292,4592.2,,,
14.2333,4263,,,
14.2375,3941.3,,,
14.2417,3643.4,,,
14.2458,3379.8,,,
14.25,3155.5,,,
14.2542,2970.3,,,
14.2583,2819.8,,,
14.2625,2697.6,,,
14.2667,2596.6,,,
14.2708,2511,,,
14.275,2436.6,,,
14.2792,2371.2,,,
14.2833,2318.8,,,
14.2875,2292.5,,,
14.2917,2309.5,,,
14.2958,2388.2,,,
14.3,2545.1,,,
14.3042,2789.2,,,
14.3083,3118.3,,,
14.3125,3513.4,,,
14.3167,3939.2,,,
14.3208,4352.6,,,
14.325,4706.2,,,
14.3292,4952.3,,,
14.3333,5053.2,,,
14.3375,4990.5,,,
14.3417,4769.9,,,
14.3458,4418.3,,,
14.35,3975.7,,,
14.3542,3486.5,,,
14.3583,2991.1,,,
14.3625,2521.4,,,
14.3667,2098.9,,,
14.3708,1734.8,,,
14.375,1432.5,,,
14.3792,1189.2,,,
14.3833,998.75,,,
14.3875,853.31,,,
14.3917,744.62,,,
14.3958,664.97,,,
14.4,607.64,,,
14.4042,567.02,,,
14.4083,538.67,,,
14.4125,519.14,,,
14.4167,505.86,,,
14.4208,496.93,,,
14.425,490.99,,,
14.4292,487.07,,,
14.4333,484.52,,,
14.4375,482.87,,,
14.4417,481.81,,,
14.4458,481.13,,,
14.45,481.93,,,
14.4542,487.18,,,
14.4583,500.8,,,
14.4625,525.98,,,
14.4667,563.85,,,
14.4708,613.12,,,
14.475,670.62,,,
14.4792,732.24,,,
14.4833,793.86,,,
14.4875,852.07,,,
14.4917,904.45,,,
14.4958,949.7,,,
14.5,987.4,,,
14.5042,1017.4,,,
14.5083,1039.5,,,
14.5125,1053.3,,,
14.5167,1058.7,,,
14.5208,1056.3,,,
14.525,1047.3,,,
14.5292,1033.4,,,
14.5333,1016.7,,,
14.5375,998.79,,,
14.5417,981.24,,,
14.5458,965.06,,,
14.55,950.85,,,
14.5542,938.89,,,
14.5583,929.14,,,
14.5625,921.44,,,
14.5667,915.51,,,
14.5708,909.28,,,
14.575,898.08,,,
14.5792,875.92,,,
14.5833,837.97,,,
14.5875,782.4,,,
14.5917,710.88,,,
14.5958,627.84,,,
14.6,539.09,,,
14.6042,450.47,,,
14.6083,366.84,,,
14.6125,291.62,,,
14.6167,226.67,,,
14.6208,172.57,,,
14.625,128.87,,,
14.6292,94.548,,,
14.6333,68.234,,,
14.6375,48.5,,,
14.6417,33.991,,,
14.6458,23.512,,,
14.65,16.067,,,
14.6542,10.855,,,
14.6583,7.2533,,,
14.6625,4.7885,,,
14.6667,3.0996,,,
14.6708,1.9025,,,